"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Relative Humidity"
"1/1/1999","0","39.496898651123","-9999","13.979","11.431","0.743062348158112",
"1/2/1999","0","39.496898651123","-9999","16.128","11.28","0.662544188479338",
"1/3/1999","0","39.496898651123","-9999","16.152","10.202","0.636093128721991",
"1/4/1999","0","39.496898651123","-9999","15.676","11.811","0.518224718849047",
"1/5/1999","0","39.496898651123","-9999","16.826","15.776","0.648495240613956",
"1/6/1999","0","39.496898651123","-9999","15.54","13.188","0.78836818568606",
"1/7/1999","0","39.496898651123","-9999","17.359","11.648","0.604395723974996",
"1/8/1999","0","39.496898651123","-9999","17.476","13.822","0.531096486364883",
"1/9/1999","0","39.496898651123","-9999","15.39","13.341","0.666135101450959",
"1/10/1999","0","39.496898651123","-9999","15.327","9.98000000000002","0.537828563095686",
"1/11/1999","0","39.496898651123","-9999","11.964","7.64100000000002","0.469312771652462",
"1/12/1999","0","39.496898651123","-9999","9.97800000000001","7.67099999999999","0.564794394534307",
"1/13/1999","0","39.496898651123","-9999","15.086","8.54199999999997","0.571575649445372",
"1/14/1999","0","39.496898651123","-9999","12.788","10.378","0.706763002672587",
"1/15/1999","0","39.496898651123","-9999","14.143","12.513","0.679501880455475",
"1/16/1999","0","39.496898651123","-9999","15.094","10.709","0.620591255707003",
"1/17/1999","0","39.496898651123","-9999","14.847","11.125","0.683212567540584",
"1/18/1999","0","39.496898651123","-9999","14.689","10.913","0.554644316865277",
"1/19/1999","0","39.496898651123","-9999","14.335","9.92599999999999","0.458090293544006",
"1/20/1999","0","39.496898651123","-9999","15.567","11.451","0.504766541357009",
"1/21/1999","0","39.496898651123","-9999","14.242","12.82","0.701312713944013",
"1/22/1999","0","39.496898651123","-9999","14.506","13.464","0.771890698277561",
"1/23/1999","0","39.496898651123","-9999","14.818","13.212","0.786010608308428",
"1/24/1999","0","39.496898651123","-9999","13.904","12.076","0.716027490309124",
"1/25/1999","0","39.496898651123","-9999","14.551","10.684","0.609841558323861",
"1/26/1999","0","39.496898651123","-9999","17.653","11.324","0.570985679579958",
"1/27/1999","0","39.496898651123","-9999","16.916","14.313","0.628288613858351",
"1/28/1999","0","39.496898651123","-9999","17.008","14.061","0.643842838525454",
"1/29/1999","0","39.496898651123","-9999","17.294","14.621","0.638973235716404",
"1/30/1999","0","39.496898651123","-9999","14.906","12.918","0.616400037875015",
"1/31/1999","0","39.496898651123","-9999","12.247","8.01299999999998","0.56308680481149",
"2/1/1999","0","39.496898651123","-9999","8.983","4.38099999999997","0.507259807390917",
"2/2/1999","0","39.496898651123","-9999","11.367","5.77999999999997","0.538678001392899",
"2/3/1999","0","39.496898651123","-9999","12.373","8.11700000000002","0.627741204600832",
"2/4/1999","0","39.496898651123","-9999","15.679","10.767","0.591769637595718",
"2/5/1999","0","39.496898651123","-9999","16.422","12.146","0.583033092984448",
"2/6/1999","0","39.496898651123","-9999","16.143","12.117","0.569428660337876",
"2/7/1999","0","39.496898651123","-9999","15.912","11.11","0.540301019808132",
"2/8/1999","0","39.496898651123","-9999","14.48","11.564","0.568285333293497",
"2/9/1999","0","39.496898651123","-9999","17.328","10.832","0.57764328494987",
"2/10/1999","0","39.496898651123","-9999","14.14","8.19799999999998","0.433197133239508",
"2/11/1999","0","39.496898651123","-9999","12.467","7.62200000000001","0.469579026422378",
"2/12/1999","0","39.496898651123","-9999","11.818","8.16199999999998","0.513944249031538",
"2/13/1999","0","39.496898651123","-9999","9.62200000000001","6.42200000000003","0.556692293324469",
"2/14/1999","0","39.496898651123","-9999","10.245","5.53500000000003","0.521617334168428",
"2/15/1999","0","39.496898651123","-9999","10.766","5.89800000000002","0.60601439556899",
"2/16/1999","0","39.496898651123","-9999","13.996","8.46899999999999","0.602736460240906",
"2/17/1999","0","39.496898651123","-9999","15.278","10.822","0.62731936276894",
"2/18/1999","0","39.496898651123","-9999","15.718","11.389","0.6479513365164",
"2/19/1999","0","39.496898651123","-9999","16.176","12.122","0.658817803205249",
"2/20/1999","0","39.496898651123","-9999","16.852","12.805","0.648969454393108",
"2/21/1999","0","39.496898651123","-9999","17.833","14.033","0.623563118541329",
"2/22/1999","0","39.496898651123","-9999","18.462","14.855","0.622997027645422",
"2/23/1999","0","39.496898651123","-9999","16.647","13.987","0.628279442645495",
"2/24/1999","0","39.496898651123","-9999","16.62","12.635","0.671114283252175",
"2/25/1999","0","39.496898651123","-9999","15.561","13.455","0.808331591262702",
"2/26/1999","0","39.496898651123","-9999","14.488","13.055","0.775146474698209",
"2/27/1999","0","39.496898651123","-9999","13.77","12.069","0.840149444807305",
"2/28/1999","0","39.496898651123","-9999","14.002","13.13","0.805494583282441",
"3/1/1999","0","39.496898651123","-9999","14.657","11.606","0.666110007141349",
"3/2/1999","0","39.496898651123","-9999","16.372","11.291","0.567324958396114",
"3/3/1999","0","39.496898651123","-9999","19.108","13.274","0.514445416088665",
