"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Relative Humidity"
"2/1/1999","104.061996459961","52.2983016967773","468","-12.953","-30.336","0.870087351314138",
"2/2/1999","104.061996459961","52.2983016967773","468","-2.66300000000001","-14.757","0.945478195751799",
"2/3/1999","104.061996459961","52.2983016967773","468","-4.38400000000001","-24.081","0.9090534231206",
"2/4/1999","104.061996459961","52.2983016967773","468","-4.99700000000001","-24.89","0.89829610212043",
"2/5/1999","104.061996459961","52.2983016967773","468","-5.65300000000002","-24.843","0.883602709325916",
"2/6/1999","104.061996459961","52.2983016967773","468","-1.62799999999999","-22.245","0.924318964117095",
"2/7/1999","104.061996459961","52.2983016967773","468","-2.90300000000002","-8.64600000000002","0.971818267081028",
"2/8/1999","104.061996459961","52.2983016967773","468","-8.61200000000002","-20.117","0.920172329450199",
"2/9/1999","104.061996459961","52.2983016967773","468","-5.10399999999999","-23.945","0.909905203680862",
"2/10/1999","104.061996459961","52.2983016967773","468","-3.666","-12.039","0.969739695286454",
"2/11/1999","104.061996459961","52.2983016967773","468","-6.43000000000001","-27.708","0.878469859680302",
"2/12/1999","104.061996459961","52.2983016967773","468","-2.95699999999999","-20.775","0.938488812399471",
"2/13/1999","104.061996459961","52.2983016967773","468","-2.47500000000002","-9.80599999999998","0.97599748200235",
"2/14/1999","104.061996459961","52.2983016967773","468","0.27600000000001","-9.82999999999998","0.970223528650344",
"2/15/1999","104.061996459961","52.2983016967773","468","-1.44900000000001","-20.218","0.943520416425958",
"2/16/1999","104.061996459961","52.2983016967773","468","-2.96899999999999","-14.96","0.931918308786586",
"2/17/1999","104.061996459961","52.2983016967773","468","-11.987","-29.965","0.843358972571265",
"2/18/1999","104.061996459961","52.2983016967773","468","-7.90300000000002","-28.724","0.860634509084689",
"2/19/1999","104.061996459961","52.2983016967773","468","-7.27300000000002","-13.337","0.939135051004427",
"2/20/1999","104.061996459961","52.2983016967773","468","-5.81299999999999","-13.003","0.950014892173043",
"2/21/1999","104.061996459961","52.2983016967773","468","-4.43799999999999","-21.267","0.928773547456308",
"2/22/1999","104.061996459961","52.2983016967773","468","-4.298","-9.142","0.967776615069276",
"2/23/1999","104.061996459961","52.2983016967773","468","-6.48099999999999","-12.694","0.956464214748821",
"2/24/1999","104.061996459961","52.2983016967773","468","-3.85599999999999","-23.671","0.932187189954406",
"2/25/1999","104.061996459961","52.2983016967773","468","-7.50299999999999","-17.287","0.923213648391312",
"2/26/1999","104.061996459961","52.2983016967773","468","-9.517","-34.081","0.839508974602678",
"2/27/1999","104.061996459961","52.2983016967773","468","-3.94299999999998","-26.821","0.893259642752614",
"2/28/1999","104.061996459961","52.2983016967773","468","-5.13799999999998","-9.21100000000001","0.967430277907921",
"3/1/1999","104.061996459961","52.2983016967773","468","-7.923","-12.147","0.948483204114045",
"3/2/1999","104.061996459961","52.2983016967773","468","-9.98000000000002","-14.491","0.921790607000416",
"3/3/1999","104.061996459961","52.2983016967773","468","-7.25099999999998","-24.773","0.893614766805276",
"3/4/1999","104.061996459961","52.2983016967773","468","-6.868","-27.543","0.864094737968071",
"3/5/1999","104.061996459961","52.2983016967773","468","-13.268","-22.699","0.846101372381146",
"3/6/1999","104.061996459961","52.2983016967773","468","-15.582","-38.509","0.789504450470068",
"3/7/1999","104.061996459961","52.2983016967773","468","-15.589","-26.79","0.808646338721609",
"3/8/1999","104.061996459961","52.2983016967773","468","-15.633","-23.97","0.817492351390701",
