"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Relative Humidity"
"2/1/1999","57.5","50.4249992370605","345","-0.725000000000023","-3.95699999999999","0.967341109701825",
"2/2/1999","57.5","50.4249992370605","345","-0.197999999999979","-4.47399999999999","0.965557633127886",
"2/3/1999","57.5","50.4249992370605","345","-4.63999999999999","-10.655","0.939939724189416",
"2/4/1999","57.5","50.4249992370605","345","-7","-29.4","0.832570536548062",
"2/5/1999","57.5","50.4249992370605","345","-9.47899999999999","-25.845","0.801813408729572",
"2/6/1999","57.5","50.4249992370605","345","-3.35399999999999","-7.47699999999998","0.938954185771695",
"2/7/1999","57.5","50.4249992370605","345","-3.63099999999997","-7.81099999999998","0.947702757650342",
"2/8/1999","57.5","50.4249992370605","345","-6.49799999999999","-10.239","0.925456714301126",
"2/9/1999","57.5","50.4249992370605","345","-0.666999999999973","-5.93000000000001","0.962958331203178",
"2/10/1999","57.5","50.4249992370605","345","-0.880999999999972","-4.505","0.971293943827654",
"2/11/1999","57.5","50.4249992370605","345","-4.01299999999998","-8.09500000000003","0.958695568148049",
"2/12/1999","57.5","50.4249992370605","345","-5.49200000000002","-10.546","0.942412553187621",
"2/13/1999","57.5","50.4249992370605","345","-6.92700000000002","-11.243","0.94795477010241",
"2/14/1999","57.5","50.4249992370605","345","-8.76100000000002","-14.824","0.927059004560222",
"2/15/1999","57.5","50.4249992370605","345","-6.09100000000001","-22.065","0.859406306801268",
"2/16/1999","57.5","50.4249992370605","345","-6.63200000000001","-13.934","0.819221246815592",
"2/17/1999","57.5","50.4249992370605","345","-7.25400000000002","-10.463","0.898858907621798",
"2/18/1999","57.5","50.4249992370605","345","-5.452","-8.45400000000001","0.943913002733393",
"2/19/1999","57.5","50.4249992370605","345","0.512999999999977","-5.17200000000003","0.978427124257982",
"2/20/1999","57.5","50.4249992370605","345","0.738999999999976","-0.617000000000019","0.972152000236258",
"2/21/1999","57.5","50.4249992370605","345","0.52800000000002","-0.0430000000000064","0.982065361107338",
"2/22/1999","57.5","50.4249992370605","345","0.458000000000027","-5.40100000000001","0.964384914704434",
"2/23/1999","57.5","50.4249992370605","345","-3.01999999999998","-17.867","0.929681347402791",
"2/24/1999","57.5","50.4249992370605","345","-2.00099999999998","-18.493","0.921300260715734",
"2/25/1999","57.5","50.4249992370605","345","-3.94799999999998","-10.088","0.941933484898192",
"2/26/1999","57.5","50.4249992370605","345","0.341000000000008","-5.791","0.970421784808476",
"2/27/1999","57.5","50.4249992370605","345","-1.73599999999999","-5.83999999999998","0.957230476979524",
"2/28/1999","57.5","50.4249992370605","345","-0.533999999999992","-4.68099999999998","0.967405692638226",
"3/1/1999","57.5","50.4249992370605","345","-1.625","-5.88299999999998","0.966767262224673",
"3/2/1999","57.5","50.4249992370605","345","-5.05599999999998","-8.81200000000001","0.944383432472626",
"3/3/1999","57.5","50.4249992370605","345","-5.142","-18.039","0.942607023604335",
"3/4/1999","57.5","50.4249992370605","345","-3.21499999999998","-6.61500000000001","0.966531190595755",
"3/5/1999","57.5","50.4249992370605","345","-0.762","-4.23500000000001","0.961822593569408",
"3/6/1999","57.5","50.4249992370605","345","-2.118","-5.89299999999997","0.973431552531843",
"3/7/1999","57.5","50.4249992370605","345","-4.74099999999999","-11.419","0.950166287214364",
"3/8/1999","57.5","50.4249992370605","345","-7.553","-17.287","0.915345363558926",
"3/9/1999","57.5","50.4249992370605","345","-9.72300000000001","-20.474","0.860866375567367",
"3/10/1999","57.5","50.4249992370605","345","-10.631","-20.102","0.840289831516216",
"3/11/1999","57.5","50.4249992370605","345","-8.34800000000001","-22.446","0.890700076839534",
"3/12/1999","57.5","50.4249992370605","345","-6.52999999999997","-17.63","0.915084792949447",
"3/13/1999","57.5","50.4249992370605","345","-9.33100000000002","-26.769","0.902245642206674",
"3/14/1999","57.5","50.4249992370605","345","-11.874","-26.565","0.851398949247506",
"3/15/1999","57.5","50.4249992370605","345","-13.761","-26.057","0.814921555789545",
"3/16/1999","57.5","50.4249992370605","345","-12.853","-31.716","0.807438593964535",
"3/17/1999","57.5","50.4249992370605","345","-10.681","-19.942","0.868664080530476",
"3/18/1999","57.5","50.4249992370605","345","-8.22399999999999","-22.369","0.888079643953041",
"3/19/1999","57.5","50.4249992370605","345","-2.38400000000001","-11.632","0.945281914653123",
"3/20/1999","57.5","50.4249992370605","345","-0.161000000000001","-8.72399999999999","0.94049887595954",
"3/21/1999","57.5","50.4249992370605","345","-4.32999999999998","-19.643","0.929581003144275",
"3/22/1999","57.5","50.4249992370605","345","-11.797","-25.693","0.810343103042891",
"3/23/1999","57.5","50.4249992370605","345","-4.09800000000001","-23.352","0.835629492166555",
"3/24/1999","57.5","50.4249992370605","345","-3.56099999999998","-15.1","0.889794379722834",
"3/25/1999","57.5","50.4249992370605","345","-4.47399999999999","-13.6","0.917786401307818",
"3/26/1999","57.5","50.4249992370605","345","-2.85500000000002","-7.87","0.960001397657525",
"3/27/1999","57.5","50.4249992370605","345","-2.80599999999998","-10.741","0.956391090307525",
"3/28/1999","57.5","50.4249992370605","345","0.185000000000002","-4.31200000000001","0.977254807164172",
"3/29/1999","57.5","50.4249992370605","345","-0.447999999999979","-4.28899999999999","0.978748081087103",
"3/30/1999","57.5","50.4249992370605","345","0.201000000000022","-4.48599999999999","0.981890509133017",
"3/31/1999","57.5","50.4249992370605","345","0.416999999999973","-2.31","0.985752134302329",
